timestamp,hour,day_of_week,month,is_weekend,is_holiday,temperature,cloud_cover,solar_irradiance,humidity,precipitation_prob,wind_speed,solar_generation,panel_temp,system_efficiency,battery_level,consumption,grid_ie,peak_flag,electricity_rate
2023-01-02 17:00:00,17,0,1,False,0,18.8,43,91,79,21,13,0.07,28.8,88,65,3.5,-3.43,0,8.5
2023-01-02 18:00:00,18,0,1,False,0,20.6,18,0,82,24,25,0.0,20.6,88,83,4.94,-4.94,1,12.5
2023-01-02 19:00:00,19,0,1,False,0,20.3,23,0,60,47,6,0.0,20.3,89,100,5.46,-5.46,1,12.5
2023-01-02 20:00:00,20,0,1,False,0,20.5,16,0,77,18,20,0.0,20.5,88,100,4.73,-4.73,1,12.5
2023-01-02 21:00:00,21,0,1,False,0,19.8,50,0,73,20,9,0.0,19.8,85,74,4.68,-4.68,1,12.5
2023-01-02 22:00:00,22,0,1,False,0,21.2,0,0,64,64,23,0.0,21.2,89,68,5.31,-5.31,1,12.5
2023-01-02 23:00:00,23,0,1,False,0,18.8,29,0,79,97,13,0.0,18.8,88,78,4.71,-4.71,0,8.5
2023-01-03 00:00:00,0,1,1,False,0,30.6,54,0,62,77,10,0.0,30.6,89,92,3.84,-3.84,0,8.5
2023-01-03 01:00:00,1,1,1,False,0,31.1,62,0,87,3,25,0.0,31.1,89,66,3.13,-3.13,0,8.5
2023-01-03 02:00:00,2,1,1,False,0,33.5,42,0,89,13,6,0.0,33.5,88,82,3.49,-3.49,0,8.5
2023-01-03 03:00:00,3,1,1,False,0,32.5,31,0,87,90,18,0.0,32.5,87,81,3.62,-3.62,0,8.5
2023-01-03 04:00:00,4,1,1,False,0,32.6,55,0,80,97,18,0.0,32.6,88,93,3.95,-3.95,0,8.5
2023-01-03 05:00:00,5,1,1,False,0,30.8,29,0,64,18,15,0.0,30.8,90,82,3.93,-3.93,0,8.5
2023-01-03 06:00:00,6,1,1,False,0,33.3,93,0,74,84,22,0.0,33.3,85,94,3.71,-3.71,0,8.5
2023-01-03 07:00:00,7,1,1,False,0,31.0,30,99,68,92,17,0.08,41.0,85,81,4.59,-4.51,0,8.5
2023-01-03 08:00:00,8,1,1,False,0,33.1,3,222,74,27,9,0.21,43.1,86,68,5.03,-4.82,0,8.5
2023-01-03 09:00:00,9,1,1,False,0,32.3,20,286,86,58,23,0.25,42.3,89,94,5.31,-5.06,0,8.5
2023-01-03 10:00:00,10,1,1,False,0,33.0,8,374,74,55,18,0.35,43.0,87,80,3.51,-3.17,0,8.5
2023-01-03 11:00:00,11,1,1,False,0,31.2,67,289,79,11,22,0.19,41.2,89,78,3.75,-3.56,0,8.5
2023-01-03 12:00:00,12,1,1,False,0,20.5,59,317,82,65,15,0.22,30.5,86,73,3.51,-3.29,0,8.5
2023-01-03 13:00:00,13,1,1,False,0,18.8,4,426,64,9,12,0.41,28.8,87,98,3.65,-3.24,0,8.5
2023-01-03 14:00:00,14,1,1,False,0,18.7,1,388,78,33,19,0.38,28.7,89,92,3.65,-3.27,0,8.5
2023-01-03 15:00:00,15,1,1,False,0,19.2,21,285,87,35,8,0.25,29.2,88,69,3.39,-3.14,0,8.5
2023-01-03 16:00:00,16,1,1,False,0,21.1,58,160,85,45,10,0.11,31.1,87,90,3.01,-2.9,0,8.5
2023-01-03 17:00:00,17,1,1,False,0,18.7,97,60,70,62,24,0.03,28.7,86,77,3.72,-3.69,0,8.5
2023-01-03 18:00:00,18,1,1,False,0,18.8,82,0,71,60,24,0.0,18.8,88,94,4.91,-4.91,1,12.5
2023-01-03 19:00:00,19,1,1,False,0,19.0,73,0,60,5,13,0.0,19.0,87,93,4.78,-4.78,1,12.5
2023-01-03 20:00:00,20,1,1,False,0,19.4,28,0,78,92,15,0.0,19.4,87,94,5.04,-5.04,1,12.5
2023-01-03 21:00:00,21,1,1,False,0,20.0,97,0,84,77,21,0.0,20.0,88,63,4.87,-4.87,1,12.5
2023-01-03 22:00:00,22,1,1,False,0,20.9,88,0,66,20,5,0.0,20.9,85,83,5.44,-5.44,1,12.5
2023-01-03 23:00:00,23,1,1,False,0,19.6,79,0,76,80,13,0.0,19.6,87,75,4.79,-4.79,0,8.5
2023-01-04 00:00:00,0,2,1,False,0,32.8,9,0,71,95,5,0.0,32.8,87,77,3.08,-3.08,0,8.5
2023-01-04 01:00:00,1,2,1,False,0,31.7,13,0,66,78,21,0.0,31.7,85,75,3.19,-3.19,0,8.5
2023-01-04 02:00:00,2,2,1,False,0,32.6,44,0,87,49,19,0.0,32.6,87,87,3.25,-3.25,0,8.5
2023-01-04 03:00:00,3,2,1,False,0,33.2,3,0,75,91,12,0.0,33.2,88,85,3.49,-3.49,0,8.5
2023-01-04 04:00:00,4,2,1,False,0,33.3,31,0,86,11,21,0.0,33.3,86,70,3.84,-3.84,0,8.5
2023-01-04 05:00:00,5,2,1,False,0,32.6,1,0,75,35,23,0.0,32.6,88,95,3.88,-3.88,0,8.5
2023-01-04 06:00:00,6,2,1,False,0,30.9,30,0,70,30,11,0.0,30.9,86,70,3.98,-3.98,0,8.5
2023-01-04 07:00:00,7,2,1,False,0,31.2,37,95,72,13,16,0.08,41.2,90,99,5.2,-5.12,0,8.5
2023-01-04 08:00:00,8,2,1,False,0,32.7,95,118,81,32,24,0.06,42.7,87,67,5.18,-5.12,0,8.5
2023-01-04 09:00:00,9,2,1,False,0,32.8,78,194,66,74,15,0.11,42.8,88,92,4.67,-4.55,0,8.5
2023-01-04 10:00:00,10,2,1,False,0,33.2,34,324,79,69,14,0.26,43.2,90,60,3.36,-3.1,0,8.5
2023-01-04 11:00:00,11,2,1,False,0,32.2,18,396,84,67,25,0.35,42.2,87,99,3.13,-2.78,0,8.5
2023-01-04 12:00:00,12,2,1,False,0,20.0,22,400,78,57,14,0.35,30.0,88,73,3.56,-3.21,0,8.5
2023-01-04 13:00:00,13,2,1,False,0,19.4,58,309,75,54,6,0.21,29.4,89,74,3.04,-2.82,0,8.5
2023-01-04 14:00:00,14,2,1,False,0,20.8,90,215,87,48,5,0.12,30.8,88,87,3.0,-2.88,0,8.5
2023-01-04 15:00:00,15,2,1,False,0,18.6,38,258,76,51,8,0.2,28.6,87,67,3.42,-3.21,0,8.5
2023-01-04 16:00:00,16,2,1,False,0,20.0,95,118,61,51,7,0.06,30.0,87,71,3.76,-3.7,0,8.5
2023-01-04 17:00:00,17,2,1,False,0,19.3,95,61,64,97,24,0.03,29.3,88,98,3.19,-3.16,0,8.5
2023-01-04 18:00:00,18,2,1,False,0,19.8,85,0,61,70,15,0.0,19.8,86,84,4.99,-4.99,1,12.5
2023-01-04 19:00:00,19,2,1,False,0,20.3,24,0,68,79,8,0.0,20.3,86,94,4.58,-4.58,1,12.5
2023-01-04 20:00:00,20,2,1,False,0,20.6,78,0,77,9,10,0.0,20.6,86,88,5.11,-5.11,1,12.5
2023-01-04 21:00:00,21,2,1,False,0,21.3,67,0,82,11,16,0.0,21.3,86,85,5.41,-5.41,1,12.5
2023-01-04 22:00:00,22,2,1,False,0,19.6,70,0,65,16,18,0.0,19.6,87,76,5.11,-5.11,1,12.5
2023-01-04 23:00:00,23,2,1,False,0,19.6,77,0,85,45,11,0.0,19.6,88,61,5.26,-5.26,0,8.5
2023-01-05 00:00:00,0,3,1,False,0,31.9,34,0,86,55,23,0.0,31.9,87,66,3.03,-3.03,0,8.5
2023-01-05 01:00:00,1,3,1,False,0,30.6,94,0,79,26,20,0.0,30.6,89,90,3.34,-3.34,0,8.5
2023-01-05 02:00:00,2,3,1,False,0,31.9,53,0,84,64,22,0.0,31.9,86,68,3.87,-3.87,0,8.5
2023-01-05 03:00:00,3,3,1,False,0,32.3,40,0,68,91,21,0.0,32.3,89,98,3.7,-3.7,0,8.5
2023-01-05 04:00:00,4,3,1,False,0,33.4,65,0,66,47,20,0.0,33.4,90,89,3.57,-3.57,0,8.5
2023-01-05 05:00:00,5,3,1,False,0,32.2,45,0,68,34,10,0.0,32.2,87,88,3.07,-3.07,0,8.5
2023-01-05 06:00:00,6,3,1,False,0,33.3,97,0,90,75,8,0.0,33.3,88,89,3.9,-3.9,0,8.5
2023-01-05 07:00:00,7,3,1,False,0,32.8,9,111,70,98,11,0.1,42.8,88,65,4.9,-4.8,0,8.5
2023-01-05 08:00:00,8,3,1,False,0,32.8,76,140,76,84,13,0.08,42.8,90,84,5.38,-5.29,0,8.5
2023-01-05 09:00:00,9,3,1,False,0,31.3,25,278,88,65,7,0.24,41.3,89,78,5.41,-5.17,0,8.5
2023-01-05 10:00:00,10,3,1,False,0,31.5,91,213,85,26,24,0.11,41.5,87,94,3.67,-3.56,0,8.5
2023-01-05 11:00:00,11,3,1,False,0,31.8,87,246,67,9,20,0.14,41.8,89,90,3.83,-3.7,0,8.5
2023-01-05 12:00:00,12,3,1,False,0,20.5,29,385,80,57,16,0.32,30.5,87,88,3.48,-3.16,0,8.5
2023-01-05 13:00:00,13,3,1,False,0,21.4,7,420,84,92,17,0.4,31.4,86,93,3.37,-2.97,0,8.5
2023-01-05 14:00:00,14,3,1,False,0,21.4,94,207,64,76,22,0.11,31.4,85,79,3.48,-3.37,0,8.5
2023-01-05 15:00:00,15,3,1,False,0,20.2,51,237,84,19,24,0.17,30.2,89,83,3.13,-2.95,0,8.5
2023-01-05 16:00:00,16,3,1,False,0,20.3,5,219,82,89,13,0.21,30.3,89,79,3.04,-2.83,0,8.5
2023-01-05 17:00:00,17,3,1,False,0,21.0,25,102,81,99,7,0.09,31.0,86,83,3.53,-3.44,0,8.5
2023-01-05 18:00:00,18,3,1,False,0,19.5,57,0,73,74,15,0.0,19.5,89,96,5.37,-5.37,1,12.5
2023-01-05 19:00:00,19,3,1,False,0,20.4,41,0,61,54,11,0.0,20.4,86,95,4.59,-4.59,1,12.5
2023-01-05 20:00:00,20,3,1,False,0,21.4,86,0,75,61,8,0.0,21.4,88,92,5.09,-5.09,1,12.5
2023-01-05 21:00:00,21,3,1,False,0,18.9,10,0,62,28,14,0.0,18.9,88,97,5.02,-5.02,1,12.5
2023-01-05 22:00:00,22,3,1,False,0,19.6,92,0,84,40,15,0.0,19.6,89,64,5.42,-5.42,1,12.5
2023-01-05 23:00:00,23,3,1,False,0,20.5,82,0,70,6,6,0.0,20.5,85,89,5.13,-5.13,0,8.5
2023-01-06 00:00:00,0,4,1,False,0,31.7,51,0,70,49,12,0.0,31.7,88,91,3.61,-3.61,0,8.5
2023-01-06 01:00:00,1,4,1,False,0,31.5,82,0,63,93,13,0.0,31.5,88,62,3.37,-3.37,0,8.5
2023-01-06 02:00:00,2,4,1,False,0,33.1,11,0,89,78,16,0.0,33.1,88,86,3.89,-3.89,0,8.5
2023-01-06 03:00:00,3,4,1,False,0,32.1,54,0,80,57,13,0.0,32.1,90,61,3.41,-3.41,0,8.5
2023-01-06 04:00:00,4,4,1,False,0,32.6,51,0,60,100,23,0.0,32.6,87,69,3.32,-3.32,0,8.5
2023-01-06 05:00:00,5,4,1,False,0,31.1,29,0,63,76,11,0.0,31.1,88,99,3.05,-3.05,0,8.5
2023-01-06 06:00:00,6,4,1,False,0,33.2,46,0,86,88,16,0.0,33.2,85,86,3.01,-3.01,0,8.5
2023-01-06 07:00:00,7,4,1,False,0,32.1,75,72,85,31,21,0.04,42.1,90,99,5.44,-5.4,0,8.5
2023-01-06 08:00:00,8,4,1,False,0,31.6,68,148,65,14,16,0.1,41.6,86,67,5.39,-5.3,0,8.5
2023-01-06 09:00:00,9,4,1,False,0,33.0,98,162,61,35,9,0.08,43.0,88,85,4.66,-4.58,0,8.5
2023-01-06 10:00:00,10,4,1,False,0,31.7,86,222,90,35,12,0.12,41.7,89,89,3.54,-3.41,0,8.5
2023-01-06 11:00:00,11,4,1,False,0,31.3,36,357,66,65,6,0.29,41.3,86,90,3.65,-3.37,0,8.5
2023-01-06 12:00:00,12,4,1,False,0,20.8,93,241,64,90,9,0.13,30.8,90,73,3.37,-3.25,0,8.5
2023-01-06 13:00:00,13,4,1,False,0,18.7,63,298,89,63,21,0.2,28.7,85,92,3.79,-3.6,0,8.5
2023-01-06 14:00:00,14,4,1,False,0,19.5,15,361,63,7,14,0.33,29.5,86,71,3.91,-3.58,0,8.5
2023-01-06 15:00:00,15,4,1,False,0,21.0,33,266,61,3,18,0.22,31.0,87,97,3.09,-2.87,0,8.5
2023-01-06 16:00:00,16,4,1,False,0,20.5,78,137,80,35,10,0.08,30.5,87,85,3.16,-3.08,0,8.5
2023-01-06 17:00:00,17,4,1,False,0,18.7,30,99,84,44,16,0.08,28.7,89,61,3.47,-3.39,0,8.5
2023-01-06 18:00:00,18,4,1,False,0,18.7,73,0,86,69,11,0.0,18.7,87,94,5.16,-5.16,1,12.5
2023-01-06 19:00:00,19,4,1,False,0,19.1,98,0,80,34,15,0.0,19.1,87,79,5.17,-5.17,1,12.5
2023-01-06 20:00:00,20,4,1,False,0,20.1,28,0,83,4,7,0.0,20.1,86,86,4.7,-4.7,1,12.5
2023-01-06 21:00:00,21,4,1,False,0,18.5,78,0,69,56,14,0.0,18.5,89,98,5.38,-5.38,1,12.5
2023-01-06 22:00:00,22,4,1,False,0,21.5,92,0,69,69,25,0.0,21.5,88,75,5.5,-5.5,1,12.5
2023-01-06 23:00:00,23,4,1,False,0,21.0,4,0,82,27,24,0.0,21.0,89,93,4.73,-4.73,0,8.5
2023-01-07 00:00:00,0,5,1,True,0,33.5,76,0,77,60,24,0.0,33.5,88,78,3.42,-3.42,0,8.5
2023-01-07 01:00:00,1,5,1,True,0,30.7,27,0,69,74,21,0.0,30.7,85,64,2.62,-2.62,0,8.5
2023-01-07 02:00:00,2,5,1,True,0,31.1,54,0,73,41,10,0.0,31.1,90,62,3.12,-3.12,0,8.5
2023-01-07 03:00:00,3,5,1,True,0,30.6,63,0,65,55,20,0.0,30.6,88,99,2.95,-2.95,0,8.5
2023-01-07 04:00:00,4,5,1,True,0,30.6,69,0,89,42,19,0.0,30.6,89,88,3.46,-3.46,0,8.5
2023-01-07 05:00:00,5,5,1,True,0,30.7,20,0,83,71,8,0.0,30.7,86,100,2.89,-2.89,0,8.5
2023-01-07 06:00:00,6,5,1,True,0,30.5,68,0,84,74,14,0.0,30.5,88,89,2.78,-2.78,0,8.5
2023-01-07 07:00:00,7,5,1,True,0,31.6,47,89,78,15,12,0.07,41.6,88,73,4.09,-4.02,0,8.5
2023-01-07 08:00:00,8,5,1,True,0,33.3,46,173,68,6,9,0.13,43.3,87,83,4.62,-4.49,0,8.5
2023-01-07 09:00:00,9,5,1,True,0,30.8,68,210,67,25,14,0.14,40.8,89,74,4.24,-4.1,0,8.5
2023-01-07 10:00:00,10,5,1,True,0,32.9,88,218,85,87,16,0.12,42.9,87,80,3.39,-3.27,0,8.5
2023-01-07 11:00:00,11,5,1,True,0,31.4,74,274,64,13,13,0.17,41.4,88,70,2.85,-2.69,0,8.5
2023-01-07 12:00:00,12,5,1,True,0,21.2,80,270,73,22,5,0.16,31.2,88,95,3.1,-2.94,0,8.5
2023-01-07 13:00:00,13,5,1,True,0,20.3,20,392,86,65,18,0.35,30.3,88,63,2.71,-2.36,0,8.5
2023-01-07 14:00:00,14,5,1,True,0,19.7,71,252,70,86,15,0.16,29.7,89,87,3.31,-3.15,0,8.5
2023-01-07 15:00:00,15,5,1,True,0,19.8,45,246,73,20,20,0.19,29.8,89,89,3.34,-3.15,0,8.5
2023-01-07 16:00:00,16,5,1,True,0,19.6,62,155,69,23,10,0.1,29.6,89,69,2.57,-2.47,0,8.5
2023-01-07 17:00:00,17,5,1,True,0,19.2,60,81,64,10,17,0.06,29.2,87,65,3.01,-2.95,0,8.5
2023-01-07 18:00:00,18,5,1,True,0,20.2,91,0,66,59,23,0.0,20.2,86,100,4.88,-4.88,1,12.5
2023-01-07 19:00:00,19,5,1,True,0,19.4,41,0,73,44,11,0.0,19.4,86,75,4.91,-4.91,1,12.5
2023-01-07 20:00:00,20,5,1,True,0,20.7,63,0,73,86,17,0.0,20.7,86,61,4.08,-4.08,1,12.5
2023-01-07 21:00:00,21,5,1,True,0,20.0,79,0,89,33,12,0.0,20.0,88,68,4.5,-4.5,1,12.5
2023-01-07 22:00:00,22,5,1,True,0,21.2,14,0,90,88,6,0.0,21.2,87,99,4.32,-4.32,1,12.5
2023-01-07 23:00:00,23,5,1,True,0,21.2,21,0,76,15,24,0.0,21.2,90,77,4.31,-4.31,0,8.5
2023-01-08 00:00:00,0,6,1,True,0,32.8,29,0,85,38,5,0.0,32.8,89,64,2.93,-2.93,0,8.5
2023-01-08 01:00:00,1,6,1,True,0,32.5,71,0,90,88,22,0.0,32.5,88,85,3.01,-3.01,0,8.5
2023-01-08 02:00:00,2,6,1,True,0,32.6,30,0,86,21,20,0.0,32.6,89,96,3.44,-3.44,0,8.5
2023-01-08 03:00:00,3,6,1,True,0,31.4,18,0,79,37,8,0.0,31.4,90,89,3.21,-3.21,0,8.5
2023-01-08 04:00:00,4,6,1,True,0,32.6,70,0,72,91,11,0.0,32.6,85,64,3.22,-3.22,0,8.5
2023-01-08 05:00:00,5,6,1,True,0,32.5,76,0,86,1,9,0.0,32.5,90,61,2.9,-2.9,0,8.5
2023-01-08 06:00:00,6,6,1,True,0,32.3,43,0,63,97,8,0.0,32.3,86,87,2.77,-2.77,0,8.5
2023-01-08 07:00:00,7,6,1,True,0,31.4,37,95,72,97,24,0.08,41.4,88,69,4.44,-4.36,0,8.5
2023-01-08 08:00:00,8,6,1,True,0,32.9,35,186,83,30,6,0.15,42.9,90,93,4.61,-4.46,0,8.5
2023-01-08 09:00:00,9,6,1,True,0,31.4,67,211,70,33,18,0.14,41.4,86,84,4.11,-3.97,0,8.5
2023-01-08 10:00:00,10,6,1,True,0,32.3,57,279,60,40,24,0.19,42.3,89,81,2.64,-2.45,0,8.5
2023-01-08 11:00:00,11,6,1,True,0,32.9,20,392,88,99,5,0.34,42.9,87,94,3.16,-2.82,0,8.5
2023-01-08 12:00:00,12,6,1,True,0,21.0,80,270,84,84,15,0.16,31.0,88,77,2.72,-2.56,0,8.5
2023-01-08 13:00:00,13,6,1,True,0,20.9,74,274,60,30,20,0.17,30.9,86,74,3.36,-3.19,0,8.5
2023-01-08 14:00:00,14,6,1,True,0,20.7,67,259,62,36,12,0.17,30.7,86,92,3.23,-3.06,0,8.5
2023-01-08 15:00:00,15,6,1,True,0,19.6,36,261,78,79,11,0.21,29.6,85,83,2.9,-2.69,0,8.5
2023-01-08 16:00:00,16,6,1,True,0,20.9,73,143,82,73,18,0.09,30.9,86,86,2.77,-2.68,0,8.5
2023-01-08 17:00:00,17,6,1,True,0,20.3,55,84,70,68,14,0.06,30.3,89,73,3.12,-3.06,0,8.5
2023-01-08 18:00:00,18,6,1,True,0,19.6,12,0,76,44,13,0.0,19.6,85,90,4.59,-4.59,1,12.5
2023-01-08 19:00:00,19,6,1,True,0,19.6,9,0,70,17,13,0.0,19.6,88,94,4.31,-4.31,1,12.5
2023-01-08 20:00:00,20,6,1,True,0,21.4,68,0,88,70,24,0.0,21.4,87,99,4.42,-4.42,1,12.5
2023-01-08 21:00:00,21,6,1,True,0,21.0,29,0,84,57,5,0.0,21.0,88,88,4.4,-4.4,1,12.5
2023-01-08 22:00:00,22,6,1,True,0,20.8,55,0,71,84,25,0.0,20.8,88,87,4.6,-4.6,1,12.5
2023-01-08 23:00:00,23,6,1,True,0,19.4,40,0,65,66,10,0.0,19.4,90,69,4.57,-4.57,0,8.5
2023-01-09 00:00:00,0,0,1,False,0,30.8,86,0,70,88,9,0.0,30.8,88,88,3.96,-3.96,0,8.5
2023-01-09 01:00:00,1,0,1,False,0,32.4,54,0,62,24,12,0.0,32.4,90,74,3.54,-3.54,0,8.5
2023-01-09 02:00:00,2,0,1,False,0,31.7,75,0,64,39,22,0.0,31.7,88,64,3.36,-3.36,0,8.5
2023-01-09 03:00:00,3,0,1,False,0,31.1,95,0,88,75,11,0.0,31.1,87,70,3.28,-3.28,0,8.5
2023-01-09 04:00:00,4,0,1,False,0,33.1,62,0,83,79,13,0.0,33.1,89,66,3.32,-3.32,0,8.5
2023-01-09 05:00:00,5,0,1,False,0,32.8,31,0,67,25,7,0.0,32.8,86,75,3.02,-3.02,0,8.5
2023-01-09 06:00:00,6,0,1,False,0,31.3,77,0,67,61,22,0.0,31.3,88,63,3.01,-3.01,0,8.5
2023-01-09 07:00:00,7,0,1,False,0,31.4,92,63,77,3,21,0.03,41.4,89,77,4.62,-4.59,0,8.5
2023-01-09 08:00:00,8,0,1,False,0,30.8,3,222,79,94,19,0.21,40.8,90,70,5.49,-5.28,0,8.5
2023-01-09 09:00:00,9,0,1,False,0,31.4,12,299,64,99,10,0.27,41.4,87,60,5.4,-5.13,0,8.5
2023-01-09 10:00:00,10,0,1,False,0,30.6,61,271,83,72,18,0.18,40.6,86,67,3.78,-3.59,0,8.5
2023-01-09 11:00:00,11,0,1,False,0,33.0,92,235,88,7,22,0.12,43.0,88,94,3.2,-3.08,0,8.5
2023-01-09 12:00:00,12,0,1,False,0,18.6,28,387,61,76,10,0.32,28.6,89,96,3.73,-3.4,0,8.5
2023-01-09 13:00:00,13,0,1,False,0,21.4,14,405,70,42,24,0.37,31.4,86,83,3.13,-2.76,0,8.5
2023-01-09 14:00:00,14,0,1,False,0,20.6,40,312,75,87,9,0.25,30.6,87,72,3.58,-3.33,0,8.5
2023-01-09 15:00:00,15,0,1,False,0,19.1,44,248,66,90,24,0.19,29.1,88,77,3.36,-3.17,0,8.5
2023-01-09 16:00:00,16,0,1,False,0,19.6,41,179,87,67,21,0.14,29.6,86,93,3.19,-3.05,0,8.5
2023-01-09 17:00:00,17,0,1,False,0,18.7,28,100,73,7,20,0.08,28.7,89,98,3.56,-3.48,0,8.5
2023-01-09 18:00:00,18,0,1,False,0,19.4,55,0,87,8,21,0.0,19.4,90,83,4.92,-4.92,1,12.5
2023-01-09 19:00:00,19,0,1,False,0,20.5,88,0,84,76,24,0.0,20.5,86,86,5.15,-5.15,1,12.5
2023-01-09 20:00:00,20,0,1,False,0,20.4,30,0,85,96,7,0.0,20.4,89,97,5.12,-5.12,1,12.5
2023-01-09 21:00:00,21,0,1,False,0,20.1,62,0,79,94,22,0.0,20.1,87,73,4.81,-4.81,1,12.5
2023-01-09 22:00:00,22,0,1,False,0,19.0,98,0,72,89,19,0.0,19.0,87,71,5.26,-5.26,1,12.5
